SEXO;IDADE;GERAÇÃO;RENDA;CLASSEECONOMICA;UF;AREARISCO;FLAG_DE_SOCIO;FLAG_DE_VEICULO;FLAG_DE_BOLSAFAMILIA;FLAG_DE_APOSENTADOS;FLAG_DE_OBITO;FLAG_DE_IMOVEL;EMPREGO_FORMAL;SCORE;SCORE_FAIXA;PERSONADECREDITO;SCORE_DIGITAL;ACORDO
F;64;BABY_BOOMER;1.000 ATÉ 2.000;D;RJ;0;1;0;0;0;0;0;0;614;RISCO BAIXO;SEMPRE PRESENTE;Digital --;0
M;34;GEN Y;2.001 ATÉ 3.000;D;PR;0;1;0;0;0;0;0;1;95;RISCO MUITO ALTO;FUJAM DE MIM;Digital +;0
F;68;BABY_BOOMER;1.000 ATÉ 2.000;D;SP;0;0;0;0;1;0;0;1;125;RISCO MUITO ALTO;FUJAM DE MIM;Digital --;0
M;35;GEN Y;2.001 ATÉ 3.000;D;RO;0;0;0;0;0;0;0;0;202;RISCO ALTO;PAGO QUANDO PUDER;Digital -;0
F;39;GEN Y;1.000 ATÉ 2.000;D;MA;0;1;0;0;0;0;0;0;260;RISCO ALTO;PAGO QUANDO PUDER;Digital + -;0
F;40;GEN Y;1.000 ATÉ 2.000;D;DF;0;0;0;0;0;0;0;1;527;RISCO BAIXO;SEMPRE PRESENTE;Digital + -;0
M;64;BABY_BOOMER;8.001 ATÉ 9.000;B;SP;0;0;0;0;0;0;0;0;644;RISCO BAIXO;SEMPRE PRESENTE;Digital -;0
F;50;GEN X;ATÉ 1.000;E;BA;0;0;0;1;0;0;0;0;509;RISCO BAIXO;SEMPRE PRESENTE;Digital --;0
M;37;GEN Y;1.000 ATÉ 2.000;D;BA;0;1;0;0;0;0;0;1;542;RISCO BAIXO;SEMPRE PRESENTE;Digital +;0
M;35;GEN Y;1.000 ATÉ 2.000;D;PI;0;1;0;0;0;0;0;1;314;RISCO MÉDIO;QUEM SOU EU;Digital ++;0
F;52;GEN X;2.001 ATÉ 3.000;D;RJ;0;1;0;0;0;0;0;0;856;RISCO MUITO BAIXO;O BEM AMADO;Digital + -;0
M;81;VETERANOS;1.000 ATÉ 2.000;D;PR;0;0;0;0;1;1;0;0;928;RISCO MUITO BAIXO;O BEM AMADO;Digital --;0
F;38;GEN Y;1.000 ATÉ 2.000;D;CE;0;0;0;0;0;0;0;0;92;RISCO MUITO ALTO;FUJAM DE MIM;Digital + -;0
M;28;GEN Y;1.000 ATÉ 2.000;D;NULL;0;0;0;0;0;0;0;1;827;RISCO MUITO BAIXO;O BEM AMADO;Digital + -;0
M;62;BABY_BOOMER;6.001 ATÉ 7.000;B;SP;0;0;1;0;0;0;0;1;841;RISCO MUITO BAIXO;O BEM AMADO;Digital -;0
M;29;GEN Y;1.000 ATÉ 2.000;D;AC;0;0;0;0;0;0;0;0;270;RISCO ALTO;PAGO QUANDO PUDER;Digital +;0
F;62;BABY_BOOMER;1.000 ATÉ 2.000;D;MG;0;0;0;1;1;0;0;0;872;RISCO MUITO BAIXO;O BEM AMADO;Digital --;0
M;38;GEN Y;ATÉ 1.000;E;BA;0;0;0;0;0;0;0;0;92;RISCO MUITO ALTO;FUJAM DE MIM;Digital -;0
F;31;GEN Y;ATÉ 1.000;E;AM;0;0;0;1;0;0;0;0;247;RISCO ALTO;PAGO QUANDO PUDER;Digital -;0
M;63;BABY_BOOMER;10.001 ATÉ 11.000;B;SP;0;0;1;0;1;0;0;0;159;RISCO ALTO;PAGO QUANDO PUDER;Digital + -;0
M;37;GEN Y;1.000 ATÉ 2.000;D;CE;0;0;0;0;0;0;0;1;396;RISCO MÉDIO;QUEM SOU EU;Digital -;0
M;38;GEN Y;2.001 ATÉ 3.000;D;SP;0;1;0;0;0;0;0;1;46;RISCO MUITO ALTO;FUJAM DE MIM;Digital ++;0
F;30;GEN Y;1.000 ATÉ 2.000;E;AM;0;1;0;0;0;0;0;0;169;RISCO ALTO;PAGO QUANDO PUDER;Digital +;0
M;27;GEN Z;2.001 ATÉ 3.000;D;AM;0;1;0;0;0;0;0;1;168;RISCO ALTO;PAGO QUANDO PUDER;Digital ++;0
F;35;GEN Y;1.000 ATÉ 2.000;D;MS;0;1;0;0;0;0;0;0;226;RISCO ALTO;PAGO QUANDO PUDER;Digital ++;0
F;36;GEN Y;3.001 ATÉ 4.000;C;MT;0;0;0;0;0;0;0;1;785;RISCO MUITO BAIXO;O BEM AMADO;Digital +;0
M;41;GEN Y;1.000 ATÉ 2.000;D;MA;0;0;0;0;0;0;0;1;127;RISCO MUITO ALTO;FUJAM DE MIM;Digital --;0
F;40;GEN Y;ATÉ 1.000;E;RN;0;1;0;0;0;0;0;1;248;RISCO ALTO;PAGO QUANDO PUDER;Digital + -;0
F;64;BABY_BOOMER;ATÉ 1.000;E;AL;0;0;0;1;1;0;0;0;713;RISCO MUITO BAIXO;O BEM AMADO;Digital --;0
F;37;GEN Y;ATÉ 1.000;E;MT;0;0;0;1;0;0;0;0;249;RISCO ALTO;PAGO QUANDO PUDER;Digital -;0
F;40;GEN Y;1.000 ATÉ 2.000;D;PE;0;1;0;0;0;0;0;0;252;RISCO ALTO;PAGO QUANDO PUDER;Digital + -;0
M;57;GEN X;1.000 ATÉ 2.000;D;RJ;0;0;0;0;0;0;0;1;842;RISCO MUITO BAIXO;O BEM AMADO;Digital --;0
M;37;GEN Y;2.001 ATÉ 3.000;D;BA;0;0;0;0;0;0;0;1;520;RISCO BAIXO;SEMPRE PRESENTE;Digital +;0
F;39;GEN Y;ATÉ 1.000;E;NULL;0;0;0;1;0;0;0;1;682;RISCO BAIXO;SEMPRE PRESENTE;Digital -;0
F;30;GEN Y;1.000 ATÉ 2.000;D;NULL;0;0;0;1;0;0;0;0;639;RISCO BAIXO;SEMPRE PRESENTE;Digital + -;0
I;34;GEN Y;1.000 ATÉ 2.000;D;RS;0;0;0;1;0;0;0;1;69;RISCO MUITO ALTO;FUJAM DE MIM;Digital + -;0
M;61;BABY_BOOMER;ATÉ 1.000;E;SP;0;1;1;0;0;0;0;0;211;RISCO ALTO;PAGO QUANDO PUDER;Digital -;0
M;69;BABY_BOOMER;1.000 ATÉ 2.000;D;NULL;0;0;0;0;1;0;0;0;770;RISCO MUITO BAIXO;O BEM AMADO;Digital --;0
I;31;GEN Y;1.000 ATÉ 2.000;D;NULL;0;0;0;0;0;0;0;1;732;RISCO MUITO BAIXO;O BEM AMADO;Digital -;0
F;63;BABY_BOOMER;5.001 ATÉ 6.000;B;SP;0;1;1;0;1;0;1;0;176;RISCO ALTO;PAGO QUANDO PUDER;Digital + -;0
M;76;VETERANOS;ATÉ 1.000;E;BA;0;0;0;0;1;0;0;0;457;RISCO MÉDIO;QUEM SOU EU;Digital --;0
F;40;GEN Y;1.000 ATÉ 2.000;E;PB;0;0;0;0;0;0;0;1;497;RISCO MÉDIO;QUEM SOU EU;Digital -;1
F;46;GEN X;ATÉ 1.000;E;MA;0;0;0;1;0;0;0;0;645;RISCO BAIXO;SEMPRE PRESENTE;Digital --;0
M;37;GEN Y;1.000 ATÉ 2.000;D;MA;0;0;0;0;0;0;0;1;563;RISCO BAIXO;SEMPRE PRESENTE;Digital -;0
F;35;GEN Y;1.000 ATÉ 2.000;D;MS;0;0;0;0;0;0;0;1;196;RISCO ALTO;PAGO QUANDO PUDER;Digital -;0
I;36;GEN Y;3.001 ATÉ 4.000;C;GO;0;0;0;0;0;0;0;0;315;RISCO MÉDIO;QUEM SOU EU;Digital ++;0
F;37;GEN Y;4.001 ATÉ 5.000;C;RS;0;1;0;0;0;0;0;1;412;RISCO MÉDIO;QUEM SOU EU;Digital ++;0
F;38;GEN Y;ATÉ 1.000;E;RJ;0;0;0;1;0;0;0;1;886;RISCO MUITO BAIXO;O BEM AMADO;Digital -;0
F;34;GEN Y;1.000 ATÉ 2.000;D;PR;0;0;0;0;0;0;0;1;313;RISCO MÉDIO;QUEM SOU EU;Digital +;0
F;29;GEN Y;3.001 ATÉ 4.000;C;MA;0;0;0;0;0;0;0;1;182;RISCO ALTO;PAGO QUANDO PUDER;Digital ++;0
I;36;GEN Y;2.001 ATÉ 3.000;D;DF;0;0;0;0;0;0;0;1;902;RISCO MUITO BAIXO;O BEM AMADO;Digital +;0
F;53;GEN X;4.001 ATÉ 5.000;C;RJ;0;0;0;0;1;0;0;0;661;RISCO BAIXO;SEMPRE PRESENTE;Digital --;0
M;49;GEN X;1.000 ATÉ 2.000;D;TO;0;0;0;0;0;0;0;1;724;RISCO MUITO BAIXO;O BEM AMADO;Digital --;0
F;53;GEN X;ATÉ 1.000;E;GO;0;0;0;0;1;0;0;0;524;RISCO BAIXO;SEMPRE PRESENTE;Digital --;0
M;36;GEN Y;1.000 ATÉ 2.000;D;PI;0;0;0;0;0;0;0;1;736;RISCO MUITO BAIXO;O BEM AMADO;Digital + -;0
F;40;GEN Y;ATÉ 1.000;E;SP;0;0;0;1;0;0;0;0;165;RISCO ALTO;PAGO QUANDO PUDER;Digital + -;0
F;83;VETERANOS;1.000 ATÉ 2.000;D;SP;0;0;0;0;1;0;0;0;773;RISCO MUITO BAIXO;O BEM AMADO;Digital --;0
F;53;GEN X;1.000 ATÉ 2.000;D;RJ;0;0;0;0;0;0;0;0;769;RISCO MUITO BAIXO;O BEM AMADO;Digital --;0
F;48;GEN X;1.000 ATÉ 2.000;D;RJ;0;0;0;0;0;0;0;0;719;RISCO MUITO BAIXO;O BEM AMADO;Digital --;0
F;73;BABY_BOOMER;8.001 ATÉ 9.000;B;SP;0;1;0;0;0;0;0;0;920;RISCO MUITO BAIXO;O BEM AMADO;Digital -;0
M;71;BABY_BOOMER;1.000 ATÉ 2.000;D;SP;0;0;0;0;1;0;0;1;564;RISCO BAIXO;SEMPRE PRESENTE;Digital --;0
F;34;GEN Y;5.001 ATÉ 6.000;B;PR;0;0;0;0;0;0;0;1;194;RISCO ALTO;PAGO QUANDO PUDER;Digital ++;0
M;33;GEN Y;1.000 ATÉ 2.000;D;RS;0;1;1;0;0;0;0;1;461;RISCO MÉDIO;QUEM SOU EU;Digital + -;0
M;36;GEN Y;1.000 ATÉ 2.000;D;MT;0;0;0;0;0;0;0;0;267;RISCO ALTO;PAGO QUANDO PUDER;Digital -;0
M;31;GEN Y;1.000 ATÉ 2.000;D;DF;0;1;0;0;0;0;0;0;920;RISCO MUITO BAIXO;O BEM AMADO;Digital + -;0
M;40;GEN Y;3.001 ATÉ 4.000;C;RN;0;1;0;0;0;0;0;0;366;RISCO MÉDIO;QUEM SOU EU;Digital ++;0
F;82;VETERANOS;4.001 ATÉ 5.000;C;SP;0;0;1;0;1;0;0;0;554;RISCO BAIXO;SEMPRE PRESENTE;Digital --;0
F;35;GEN Y;1.000 ATÉ 2.000;D;RS;0;1;0;0;0;0;0;1;114;RISCO MUITO ALTO;FUJAM DE MIM;Digital + -;0
F;38;GEN Y;3.001 ATÉ 4.000;C;MT;0;0;0;0;0;0;0;1;192;RISCO ALTO;PAGO QUANDO PUDER;Digital ++;0
F;31;GEN Y;1.000 ATÉ 2.000;D;MG;0;1;0;0;1;0;0;0;312;RISCO MÉDIO;QUEM SOU EU;Digital + -;0
F;36;GEN Y;1.000 ATÉ 2.000;D;CE;0;1;0;0;0;0;0;0;197;RISCO ALTO;PAGO QUANDO PUDER;Digital +;0
I;38;GEN Y;ATÉ 1.000;E;MA;0;0;0;0;0;0;0;0;293;RISCO ALTO;PAGO QUANDO PUDER;Digital -;0
F;72;BABY_BOOMER;1.000 ATÉ 2.000;D;PB;0;0;0;0;0;0;0;0;499;RISCO MÉDIO;QUEM SOU EU;Digital --;0
I;38;GEN Y;ATÉ 1.000;E;DF;0;0;0;0;0;0;0;1;959;RISCO MUITO BAIXO;O BEM AMADO;Digital +;0
F;39;GEN Y;1.000 ATÉ 2.000;D;MT;0;0;0;0;0;0;0;0;166;RISCO ALTO;PAGO QUANDO PUDER;Digital ++;0
F;60;BABY_BOOMER;1.000 ATÉ 2.000;D;RN;0;0;0;1;1;0;0;0;892;RISCO MUITO BAIXO;O BEM AMADO;Digital --;0
F;70;BABY_BOOMER;2.001 ATÉ 3.000;D;SP;0;0;1;0;1;0;1;0;938;RISCO MUITO BAIXO;O BEM AMADO;Digital -;0
M;40;GEN Y;5.001 ATÉ 6.000;B;PB;0;1;0;0;0;0;0;1;25;RISCO MUITO ALTO;FUJAM DE MIM;Digital ++;0
M;44;GEN X;2.001 ATÉ 3.000;D;MG;0;0;0;0;0;0;0;1;187;RISCO ALTO;PAGO QUANDO PUDER;Digital --;0
F;59;BABY_BOOMER;1.000 ATÉ 2.000;D;RJ;0;0;0;0;0;0;0;0;698;RISCO BAIXO;SEMPRE PRESENTE;Digital --;0
M;31;GEN Y;1.000 ATÉ 2.000;D;PR;0;1;0;0;0;0;0;1;460;RISCO MÉDIO;QUEM SOU EU;Digital ++;0
F;42;GEN Y;1.000 ATÉ 2.000;D;PE;0;0;0;1;0;0;0;0;740;RISCO MUITO BAIXO;O BEM AMADO;Digital -;0
F;38;GEN Y;1.000 ATÉ 2.000;D;MA;0;0;0;1;0;0;0;1;379;RISCO MÉDIO;QUEM SOU EU;Digital -;0
M;64;BABY_BOOMER;1.000 ATÉ 2.000;D;SP;0;0;0;0;0;0;0;0;839;RISCO MUITO BAIXO;O BEM AMADO;Digital --;0
M;72;BABY_BOOMER;1.000 ATÉ 2.000;D;RJ;0;0;0;0;1;0;0;0;38;RISCO MUITO ALTO;FUJAM DE MIM;Digital --;0
F;35;GEN Y;1.000 ATÉ 2.000;D;MS;0;0;0;0;0;0;0;1;242;RISCO ALTO;PAGO QUANDO PUDER;Digital +;0
F;42;GEN Y;4.001 ATÉ 5.000;C;PB;0;1;0;0;0;0;0;0;55;RISCO MUITO ALTO;FUJAM DE MIM;Digital +;0
M;37;GEN Y;2.001 ATÉ 3.000;D;CE;0;1;0;0;0;0;0;1;223;RISCO ALTO;PAGO QUANDO PUDER;Digital +;0
M;78;VETERANOS;ATÉ 1.000;E;TO;0;0;0;0;1;0;0;0;46;RISCO MUITO ALTO;FUJAM DE MIM;Digital --;0
M;33;GEN Y;1.000 ATÉ 2.000;D;MT;0;0;0;0;0;0;0;1;543;RISCO BAIXO;SEMPRE PRESENTE;Digital + -;0
F;39;GEN Y;ATÉ 1.000;E;PB;0;1;0;1;0;0;0;0;374;RISCO MÉDIO;QUEM SOU EU;Digital -;0
I;60;BABY_BOOMER;1.000 ATÉ 2.000;D;NULL;0;0;0;0;0;0;0;0;916;RISCO MUITO BAIXO;O BEM AMADO;Digital --;0
F;38;GEN Y;2.001 ATÉ 3.000;D;CE;0;0;0;0;0;0;0;1;617;RISCO BAIXO;SEMPRE PRESENTE;Digital +;0
M;61;BABY_BOOMER;3.001 ATÉ 4.000;C;SP;0;1;1;0;0;0;1;1;376;RISCO MÉDIO;QUEM SOU EU;Digital -;0
M;71;BABY_BOOMER;ATÉ 1.000;E;CE;0;0;0;0;1;1;0;0;291;RISCO ALTO;PAGO QUANDO PUDER;Digital --;0
F;43;GEN X;1.000 ATÉ 2.000;D;PB;0;0;0;1;0;0;0;0;101;RISCO MUITO ALTO;FUJAM DE MIM;Digital -;0
F;41;GEN Y;1.000 ATÉ 2.000;D;PI;0;0;0;0;0;0;0;0;686;RISCO BAIXO;SEMPRE PRESENTE;Digital --;0
M;85;VETERANOS;ATÉ 1.000;E;PA;0;1;0;0;1;0;0;0;207;RISCO ALTO;PAGO QUANDO PUDER;Digital --;0
M;36;GEN Y;1.000 ATÉ 2.000;D;RS;0;1;0;0;0;0;0;1;562;RISCO BAIXO;SEMPRE PRESENTE;Digital + -;0
F;62;BABY_BOOMER;1.000 ATÉ 2.000;D;MA;0;0;0;0;0;0;0;0;512;RISCO BAIXO;SEMPRE PRESENTE;Digital --;0
M;37;GEN Y;3.001 ATÉ 4.000;C;RN;0;1;0;0;0;0;0;0;460;RISCO MÉDIO;QUEM SOU EU;Digital ++;0
F;53;GEN X;1.000 ATÉ 2.000;D;BA;0;0;0;1;0;0;0;0;452;RISCO MÉDIO;QUEM SOU EU;Digital --;0
M;43;GEN X;2.001 ATÉ 3.000;D;MG;0;0;0;0;0;0;0;0;44;RISCO MUITO ALTO;FUJAM DE MIM;Digital -;0
F;61;BABY_BOOMER;1.000 ATÉ 2.000;D;SP;0;0;0;0;0;0;0;0;534;RISCO BAIXO;SEMPRE PRESENTE;Digital --;0
M;36;GEN Y;2.001 ATÉ 3.000;D;RS;0;0;0;0;0;0;0;1;611;RISCO BAIXO;SEMPRE PRESENTE;Digital -;0
M;62;BABY_BOOMER;1.000 ATÉ 2.000;D;SP;0;0;0;0;1;0;0;0;569;RISCO BAIXO;SEMPRE PRESENTE;Digital --;0
F;41;GEN Y;ATÉ 1.000;E;RS;0;0;0;1;0;0;0;0;756;RISCO MUITO BAIXO;O BEM AMADO;Digital --;1
F;75;BABY_BOOMER;2.001 ATÉ 3.000;D;SP;0;0;0;0;0;0;1;0;918;RISCO MUITO BAIXO;O BEM AMADO;Digital --;0
M;67;BABY_BOOMER;2.001 ATÉ 3.000;D;SP;0;0;0;1;0;0;0;0;888;RISCO MUITO BAIXO;O BEM AMADO;Digital --;0
M;45;GEN X;1.000 ATÉ 2.000;D;BA;0;0;0;0;0;0;0;1;432;RISCO MÉDIO;QUEM SOU EU;Digital -;0
M;40;GEN Y;11.001 ATÉ 12.000;E;RN;0;0;0;0;0;0;0;1;819;RISCO MUITO BAIXO;O BEM AMADO;Digital -;0
F;39;GEN Y;1.000 ATÉ 2.000;D;DF;0;0;0;0;0;0;0;0;397;RISCO MÉDIO;QUEM SOU EU;Digital + -;0
F;26;GEN Z;ATÉ 1.000;E;NULL;0;0;0;0;0;0;0;0;804;RISCO MUITO BAIXO;O BEM AMADO;Digital -;0
M;41;GEN Y;5.001 ATÉ 6.000;B;PE;1;0;0;0;0;0;0;1;154;RISCO ALTO;PAGO QUANDO PUDER;Digital ++;0
F;65;BABY_BOOMER;1.000 ATÉ 2.000;D;RJ;0;0;0;0;1;0;0;0;781;RISCO MUITO BAIXO;O BEM AMADO;Digital --;0
M;57;GEN X;1.000 ATÉ 2.000;D;RJ;0;0;0;0;0;0;0;1;603;RISCO BAIXO;SEMPRE PRESENTE;Digital --;0
M;70;BABY_BOOMER;ATÉ 1.000;E;SP;0;0;0;0;1;1;0;0;215;RISCO ALTO;PAGO QUANDO PUDER;Digital --;0
M;27;GEN Z;1.000 ATÉ 2.000;D;PR;0;0;0;0;0;0;0;1;941;RISCO MUITO BAIXO;O BEM AMADO;Digital + -;0
M;37;GEN Y;3.001 ATÉ 4.000;D;GO;0;0;0;0;0;0;0;1;181;RISCO ALTO;PAGO QUANDO PUDER;Digital -;0
M;37;GEN Y;3.001 ATÉ 4.000;C;BA;1;0;0;0;0;0;0;1;238;RISCO ALTO;PAGO QUANDO PUDER;Digital +;0
M;33;GEN Y;2.001 ATÉ 3.000;D;NULL;0;0;0;0;0;0;0;0;248;RISCO ALTO;PAGO QUANDO PUDER;Digital -;0
F;56;GEN X;1.000 ATÉ 2.000;D;BA;0;0;0;0;1;0;0;0;573;RISCO BAIXO;SEMPRE PRESENTE;Digital --;0
F;31;GEN Y;1.000 ATÉ 2.000;D;PA;0;0;0;0;0;0;0;0;296;RISCO ALTO;PAGO QUANDO PUDER;Digital -;0
F;30;GEN Y;1.000 ATÉ 2.000;D;PE;0;0;0;0;0;0;0;1;33;RISCO MUITO ALTO;FUJAM DE MIM;Digital ++;0
F;56;GEN X;ATÉ 1.000;E;BA;0;0;0;1;0;0;0;0;555;RISCO BAIXO;SEMPRE PRESENTE;Digital --;0
F;35;GEN Y;2.001 ATÉ 3.000;D;DF;0;1;0;0;0;0;0;0;344;RISCO MÉDIO;QUEM SOU EU;Digital ++;0
F;39;GEN Y;1.000 ATÉ 2.000;D;RN;0;0;0;1;1;0;0;0;204;RISCO ALTO;PAGO QUANDO PUDER;Digital -;0
M;40;GEN Y;3.001 ATÉ 4.000;C;RN;0;1;0;0;0;0;0;1;257;RISCO ALTO;PAGO QUANDO PUDER;Digital ++;0
F;28;GEN Y;1.000 ATÉ 2.000;D;NULL;0;0;0;0;0;0;0;1;602;RISCO BAIXO;SEMPRE PRESENTE;Digital +;0
F;57;GEN X;ATÉ 1.000;E;NULL;0;0;0;1;0;0;0;0;173;RISCO ALTO;PAGO QUANDO PUDER;Digital --;0
M;37;GEN Y;ATÉ 1.000;E;BA;0;1;0;0;0;0;0;0;107;RISCO MUITO ALTO;FUJAM DE MIM;Digital + -;0
F;37;GEN Y;3.001 ATÉ 4.000;D;RS;0;0;0;0;0;0;0;1;133;RISCO MUITO ALTO;FUJAM DE MIM;Digital ++;0
M;53;GEN X;1.000 ATÉ 2.000;D;RJ;0;1;0;0;0;0;0;1;176;RISCO ALTO;PAGO QUANDO PUDER;Digital --;0
M;34;GEN Y;1.000 ATÉ 2.000;D;PR;0;1;0;0;0;0;0;0;485;RISCO MÉDIO;QUEM SOU EU;Digital ++;0
F;52;GEN X;1.000 ATÉ 2.000;D;RJ;0;0;0;0;1;0;0;1;275;RISCO ALTO;PAGO QUANDO PUDER;Digital --;0
F;45;GEN X;3.001 ATÉ 4.000;C;BA;0;1;0;0;0;0;0;0;943;RISCO MUITO BAIXO;O BEM AMADO;Digital -;0
M;37;GEN Y;ATÉ 1.000;E;CE;0;1;0;0;0;0;0;1;240;RISCO ALTO;PAGO QUANDO PUDER;Digital +;0
F;41;GEN Y;1.000 ATÉ 2.000;D;SE;0;0;0;0;0;0;0;0;49;RISCO MUITO ALTO;FUJAM DE MIM;Digital + -;0
M;84;VETERANOS;1.000 ATÉ 2.000;D;CE;0;0;0;0;1;1;0;0;167;RISCO ALTO;PAGO QUANDO PUDER;Digital --;0
F;44;GEN X;ATÉ 1.000;E;BA;0;0;0;1;0;0;0;0;405;RISCO MÉDIO;QUEM SOU EU;Digital --;0
F;38;GEN Y;4.001 ATÉ 5.000;C;MS;0;0;0;0;0;0;0;0;319;RISCO MÉDIO;QUEM SOU EU;Digital ++;0
F;39;GEN Y;1.000 ATÉ 2.000;D;MS;0;0;0;0;0;0;0;1;506;RISCO BAIXO;SEMPRE PRESENTE;Digital -;0
M;67;BABY_BOOMER;1.000 ATÉ 2.000;D;SP;0;0;0;0;0;0;0;0;604;RISCO BAIXO;SEMPRE PRESENTE;Digital --;0
M;92;VETERANOS;5.001 ATÉ 6.000;B;SE;0;0;0;0;1;0;0;0;80;RISCO MUITO ALTO;FUJAM DE MIM;Digital --;0
F;45;GEN X;ATÉ 1.000;E;BA;0;0;0;1;0;0;0;1;539;RISCO BAIXO;SEMPRE PRESENTE;Digital --;0
F;58;BABY_BOOMER;1.000 ATÉ 2.000;D;MA;0;0;0;0;1;0;0;0;247;RISCO ALTO;PAGO QUANDO PUDER;Digital --;0
M;31;GEN Y;2.001 ATÉ 3.000;D;PR;0;0;0;0;0;0;0;1;907;RISCO MUITO BAIXO;O BEM AMADO;Digital +;0
F;87;VETERANOS;ATÉ 1.000;E;MG;0;0;0;0;1;0;0;0;757;RISCO MUITO BAIXO;O BEM AMADO;Digital --;0
M;53;GEN X;1.000 ATÉ 2.000;D;RJ;0;0;0;0;0;0;0;1;18;RISCO MUITO ALTO;FUJAM DE MIM;Digital --;0
M;52;GEN X;3.001 ATÉ 4.000;C;RJ;0;1;0;0;0;0;0;1;571;RISCO BAIXO;SEMPRE PRESENTE;Digital + -;0
F;38;GEN Y;ATÉ 1.000;E;RS;0;0;0;0;0;0;0;0;366;RISCO MÉDIO;QUEM SOU EU;Digital -;0
F;55;GEN X;ATÉ 1.000;E;BA;0;0;0;0;0;0;0;1;421;RISCO MÉDIO;QUEM SOU EU;Digital -;0
F;35;GEN Y;5.001 ATÉ 6.000;B;CE;0;0;0;0;0;0;0;1;390;RISCO MÉDIO;QUEM SOU EU;Digital ++;0
F;90;VETERANOS;1.000 ATÉ 2.000;D;PB;0;0;0;0;1;0;0;0;489;RISCO MÉDIO;QUEM SOU EU;Digital --;0
F;36;GEN Y;1.000 ATÉ 2.000;D;SP;0;0;1;0;0;0;0;1;95;RISCO MUITO ALTO;FUJAM DE MIM;Digital + -;0
F;41;GEN Y;6.001 ATÉ 7.000;B;PE;0;0;0;0;0;0;0;0;644;RISCO BAIXO;SEMPRE PRESENTE;Digital + -;0
F;37;GEN Y;5.001 ATÉ 6.000;B;RS;0;1;0;0;0;0;0;1;50;RISCO MUITO ALTO;FUJAM DE MIM;Digital ++;0
F;70;BABY_BOOMER;1.000 ATÉ 2.000;D;BA;0;0;0;0;1;0;0;0;395;RISCO MÉDIO;QUEM SOU EU;Digital --;0
F;68;BABY_BOOMER;1.000 ATÉ 2.000;D;SP;0;0;0;0;1;0;0;0;552;RISCO BAIXO;SEMPRE PRESENTE;Digital --;0
M;32;GEN Y;2.001 ATÉ 3.000;D;PA;0;0;0;0;0;0;0;1;233;RISCO ALTO;PAGO QUANDO PUDER;Digital -;0
F;77;VETERANOS;1.000 ATÉ 2.000;D;BA;0;0;0;0;0;0;0;0;567;RISCO BAIXO;SEMPRE PRESENTE;Digital --;0
M;33;GEN Y;3.001 ATÉ 4.000;D;SC;0;0;0;0;0;0;0;0;87;RISCO MUITO ALTO;FUJAM DE MIM;Digital -;0
F;52;GEN X;1.000 ATÉ 2.000;D;RJ;0;0;0;1;0;0;0;0;590;RISCO BAIXO;SEMPRE PRESENTE;Digital --;0
M;36;GEN Y;1.000 ATÉ 2.000;D;GO;0;0;0;0;0;0;0;0;304;RISCO MÉDIO;QUEM SOU EU;Digital + -;0
F;51;GEN X;1.000 ATÉ 2.000;D;MT;0;0;0;1;0;0;0;0;850;RISCO MUITO BAIXO;O BEM AMADO;Digital --;0
M;68;BABY_BOOMER;2.001 ATÉ 3.000;D;SP;0;0;0;0;1;0;0;1;47;RISCO MUITO ALTO;FUJAM DE MIM;Digital --;0
M;48;GEN X;1.000 ATÉ 2.000;D;RJ;0;0;0;0;0;0;0;0;750;RISCO MUITO BAIXO;O BEM AMADO;Digital -;0
F;39;GEN Y;1.000 ATÉ 2.000;D;BA;0;0;0;0;0;0;0;1;361;RISCO MÉDIO;QUEM SOU EU;Digital -;0
F;57;GEN X;13.001 ATÉ 15.000;B;RJ;0;1;0;0;1;0;0;0;395;RISCO MÉDIO;QUEM SOU EU;Digital +;0
M;33;GEN Y;1.000 ATÉ 2.000;D;AM;0;0;0;0;0;0;0;1;217;RISCO ALTO;PAGO QUANDO PUDER;Digital + -;0
M;77;VETERANOS;1.000 ATÉ 2.000;D;RS;0;0;0;0;1;0;0;0;159;RISCO ALTO;PAGO QUANDO PUDER;Digital --;0
F;73;BABY_BOOMER;2.001 ATÉ 3.000;D;RJ;0;0;0;0;0;0;0;0;429;RISCO MÉDIO;QUEM SOU EU;Digital --;0
M;38;GEN Y;1.000 ATÉ 2.000;D;SP;0;1;0;0;0;0;0;1;694;RISCO BAIXO;SEMPRE PRESENTE;Digital +;0
F;80;VETERANOS;1.000 ATÉ 2.000;D;PE;0;0;0;0;0;1;0;0;265;RISCO ALTO;PAGO QUANDO PUDER;Digital --;0
F;60;BABY_BOOMER;1.000 ATÉ 2.000;D;BA;0;0;0;1;1;0;0;0;80;RISCO MUITO ALTO;FUJAM DE MIM;Digital --;0
F;35;GEN Y;2.001 ATÉ 3.000;D;MT;0;0;0;0;0;0;0;1;322;RISCO MÉDIO;QUEM SOU EU;Digital ++;0
M;32;GEN Y;ATÉ 1.000;E;PR;0;0;0;0;0;0;0;0;46;RISCO MUITO ALTO;FUJAM DE MIM;Digital -;0
M;42;GEN Y;ATÉ 1.000;E;CE;0;0;0;0;0;0;0;1;145;RISCO MUITO ALTO;FUJAM DE MIM;Digital --;0
